#{"t_start": 1628625242.6262674, "env_id": null}
r,l,t
0.0,16,0.067035
0.0,16,0.128392
0.0,16,0.189634
0.0,16,0.253287
0.0,16,0.313943
0.0,16,0.378745
0.0,16,0.4396
0.0,16,0.504077
0.0,16,0.566251
0.0,16,0.627331
0.0,16,0.690871
0.0,16,0.751702
0.0,16,0.812876
0.0,16,0.874136
0.0,16,0.933872
0.0,16,1.001229
1.0,14,1.059634
0.0,16,1.131024
0.0,16,1.196252
0.0,16,1.258725
0.0,16,1.318957
0.0,16,1.379048
0.0,16,1.443967
0.0,16,1.505164
0.0,16,1.56578
0.0,16,1.63141
0.0,16,1.6962
0.0,16,1.76102
0.0,16,1.824077
0.0,16,1.887692
0.0,16,1.948211
0.0,16,2.019424
1.0,16,2.08871
1.0,16,2.160684
0.0,16,2.234444
0.0,16,2.297486
0.0,16,2.374261
0.0,16,2.443118
0.0,16,2.513009
0.0,16,2.592046
0.0,16,2.658947
0.0,16,2.729726
0.0,16,2.797858
0.0,16,2.866638
0.0,16,2.937413
0.0,16,2.999448
0.0,16,3.062
0.0,16,3.134876
0.0,16,3.197306
0.0,16,3.259232
0.0,16,3.326895
0.0,16,3.391171
0.0,16,3.464975
0.0,16,3.532193
0.0,16,3.593068
1.0,16,3.659687
0.0,16,3.722649
0.0,16,3.792956
0.0,16,3.853969
0.0,16,3.914402
0.0,16,3.978135
0.0,16,4.043347
0.0,16,4.136433
0.0,16,4.206613
0.0,16,4.271382
0.0,16,4.339926
0.0,16,4.4026
0.0,16,4.476293
0.0,16,4.538703
0.0,16,4.610324
0.0,16,4.673745
0.0,16,4.738338
0.0,16,4.803559
0.0,16,4.865599
0.0,16,4.933859
0.0,16,4.994357
0.0,16,5.057624
0.0,16,5.1223
0.0,16,5.184093
0.0,16,5.247239
0.0,16,5.310791
0.0,16,5.37497
0.0,16,5.43792
0.0,16,5.499791
0.0,16,5.572023
0.0,16,5.633891
0.0,16,5.695783
0.0,16,5.759338
0.0,16,5.820475
1.0,14,5.886678
0.0,16,5.948432
0.0,16,6.013369
0.0,16,6.077699
0.0,16,6.139471
1.0,16,6.207137
0.0,16,6.268311
0.0,16,6.328685
0.0,16,6.390201
0.0,16,6.455292
0.0,16,6.520947
0.0,16,6.581149
0.0,16,6.642459
0.0,16,6.711294
0.0,16,6.773386
0.0,16,6.840293
0.0,16,6.900512
0.0,16,6.965154
0.0,16,7.025722
0.0,16,7.088951
0.0,16,7.15236
0.0,16,7.212142
0.0,16,7.272594
0.0,16,7.337266
0.0,16,7.400415
0.0,16,7.46701
0.0,16,7.528611
0.0,16,7.590216
0.0,16,7.650688
0.0,16,7.7142
0.0,16,7.780425
0.0,16,7.840297
0.0,16,7.900472
0.0,16,7.960563
0.0,16,8.021132
0.0,16,8.086029
0.0,16,8.154426
0.0,16,8.217263
0.0,16,8.28093
0.0,16,8.343673
0.0,16,8.409009
0.0,16,8.470124
0.0,16,8.539448
0.0,16,8.601388
0.0,16,8.666589
0.0,16,8.735139
0.0,16,8.800045
0.0,16,8.860542
0.0,16,8.923559
1.0,11,8.977105
0.0,16,9.042324
0.0,16,9.103057
0.0,16,9.163795
0.0,16,9.225748
0.0,16,9.287542
0.0,16,9.35575
0.0,16,9.417084
0.0,16,9.486085
0.0,16,9.546308
0.0,16,9.610446
0.0,16,9.673468
0.0,16,9.734577
0.0,16,9.796735
0.0,16,9.859241
0.0,16,9.919735
0.0,16,9.983043
0.0,16,10.047763
0.0,16,10.115761
0.0,16,10.180245
0.0,16,10.242438
0.0,16,10.314492
0.0,16,10.385168
0.0,16,10.44802
0.0,16,10.511146
0.0,16,10.57141
0.0,16,10.637919
0.0,16,10.702185
