#{"t_start": 1629443862.5415082, "env_id": null}
r,l,t
0.0,23,0.131893
0.0,53,0.387267
0.0,101,0.869184
0.0,28,1.015681
-1.0,88,1.435139
0.0,84,1.818127
0.0,57,2.085051
0.0,101,2.563559
0.0,53,2.817745
0.0,18,2.922253
0.0,101,3.405759
0.0,98,3.872473
0.0,101,4.347092
0.0,19,4.455691
0.0,99,4.937787
0.0,101,5.393473
0.0,101,5.877233
0.0,18,5.979609
0.0,53,6.254339
0.0,101,6.725607
0.0,65,7.039827
0.0,79,7.409868
0.0,42,7.628202
0.0,26,7.776793
0.0,62,8.070081
0.0,32,8.237215
0.0,101,8.717117
0.0,39,8.922225
0.0,29,9.079396
0.0,32,9.249394
0.0,58,9.535672
0.0,54,9.796798
0.0,18,9.902113
0.0,28,11.043286
0.0,22,11.163694
-1.0,97,11.630532
0.0,73,11.97486
0.0,20,12.090903
0.0,28,12.238386
0.0,61,12.525092
0.0,101,13.015385
0.0,61,13.310554
0.0,31,13.483611
0.0,87,13.906275
0.0,71,14.246126
0.0,101,14.728026
0.0,46,14.958052
0.0,17,15.058173
0.0,61,15.371674
0.0,26,15.509214
0.0,101,15.97987
0.0,101,16.455919
0.0,101,16.929216
0.0,21,17.047981
0.0,75,17.409556
0.0,24,17.539041
0.0,101,18.015223
0.0,59,18.292943
0.0,50,18.532581
0.0,88,18.947654
0.0,54,19.206097
0.0,101,19.680218
0.0,21,19.801667
0.0,28,19.952058
0.0,55,20.215005
0.0,101,20.707146
0.0,22,20.831288
0.0,101,22.286443
0.0,25,22.426549
0.0,98,22.882737
0.0,101,23.33771
0.0,57,23.60885
0.0,55,23.8681
0.0,60,24.143019
0.0,101,24.61654
0.0,50,24.874167
0.0,101,25.355462
0.0,96,25.818897
0.0,22,25.944162
0.0,60,26.228004
0.0,16,26.320865
0.0,101,26.781989
0.0,20,26.893859
0.0,62,27.197806
0.0,98,27.657852
0.0,52,27.906674
0.0,101,28.420037
0.0,19,28.527189
0.0,101,29.007628
0.0,101,29.506928
0.0,34,29.691864
0.0,97,30.151165
0.0,101,30.613557
0.0,16,30.711684
0.0,84,31.123597
0.0,17,31.225655
0.0,80,31.602719
0.0,85,32.986207
0.0,101,33.474418
0.0,29,33.625982
0.0,15,33.714053
0.0,34,33.894298
0.0,35,34.077153
0.0,72,34.425724
0.0,44,34.651826
0.0,101,35.129639
0.0,64,35.428856
0.0,101,35.921057
0.0,101,36.393954
0.0,101,36.859585
0.0,101,37.322833
0.0,48,37.570526
0.0,44,37.784501
0.0,99,38.257616
0.0,101,38.72384
0.0,101,39.193696
0.0,29,39.343848
0.0,101,39.809932
0.0,59,40.086629
0.0,101,40.560919
0.0,64,40.862811
0.0,101,41.340953
0.0,80,41.721052
0.0,101,42.182621
0.0,60,42.460814
0.0,101,43.908893
0.0,27,44.061871
0.0,15,44.153418
0.0,17,44.251655
0.0,24,44.381847
0.0,101,44.865817
0.0,87,45.266324
0.0,101,45.721413
0.0,58,46.003283
0.0,80,46.382776
0.0,62,46.675071
0.0,23,46.802773
0.0,101,47.27525
0.0,56,47.544904
0.0,53,47.802482
0.0,49,48.035954
0.0,73,48.407231
0.0,73,48.768818
0.0,24,48.897688
0.0,20,49.009786
0.0,26,49.146442
0.0,30,49.300821
0.0,56,49.569902
0.0,101,50.043021
0.0,57,50.323568
0.0,101,50.805744
0.0,101,51.273404
0.0,59,51.550406
0.0,76,51.902951
0.0,78,52.272
0.0,74,52.64257
0.0,101,53.123631
0.0,16,53.218766
0.0,101,54.69183
0.0,63,55.003769
0.0,101,55.488093
0.0,27,55.625054
0.0,19,55.729837
0.0,22,55.8529
0.0,101,56.319521
0.0,74,56.672001
0.0,84,57.084911
0.0,101,57.553843
0.0,84,57.929074
0.0,67,58.265237
0.0,101,58.755872
0.0,101,59.237593
0.0,101,59.724781
0.0,25,59.86987
0.0,48,60.10112
0.0,101,60.628367
0.0,39,60.83588
0.0,20,60.951843
0.0,46,61.177491
0.0,101,61.655969
0.0,51,61.900766
0.0,13,61.984118
0.0,26,62.135124
0.0,101,62.587603
0.0,55,62.857836
0.0,61,63.176735
0.0,94,63.63845
0.0,101,64.110006
-1.0,89,65.530766
0.0,101,66.012183
0.0,52,66.28697
0.0,27,66.438691
0.0,37,66.634146
0.0,45,66.869448
0.0,73,67.210385
0.0,101,67.688325
0.0,100,68.193057
0.0,101,68.672522
0.0,101,69.150584
0.0,61,69.43834
0.0,70,69.802142
0.0,55,70.101027
0.0,79,70.483925
0.0,14,70.569384
0.0,63,70.879334
0.0,101,71.390838
0.0,56,71.676962
0.0,76,72.026431
0.0,46,72.270695
0.0,56,72.537364
0.0,62,72.835778
0.0,34,73.018557
0.0,34,73.205355
0.0,71,73.534028
0.0,61,73.829236
0.0,101,74.289302
0.0,46,74.514464
0.0,37,74.701343
0.0,22,74.826447
0.0,26,74.966973
0.0,94,75.41886
