#{"t_start": 1628599494.1133225, "env_id": null}
r,l,t
0.0,16,0.05429
0.0,16,0.104639
0.0,15,0.155384
0.0,16,0.210944
0.0,16,0.258645
0.0,16,0.302719
0.0,16,0.347599
0.0,16,0.39598
0.0,16,0.438806
0.0,16,0.481725
0.0,16,0.524771
0.0,16,0.57415
0.0,16,0.619427
0.0,16,0.666314
0.0,16,0.71062
0.0,16,0.753656
0.0,16,0.796372
0.0,16,0.84324
0.0,16,0.886233
0.0,16,0.930582
0.0,16,0.974092
1.0,14,1.017996
0.0,16,1.061883
0.0,16,1.105354
0.0,16,1.148407
0.0,16,1.197321
0.0,16,1.246595
0.0,16,1.29508
0.0,16,1.33932
0.0,16,1.384785
0.0,16,1.428403
0.0,16,1.475646
0.0,16,1.522062
0.0,16,1.570126
0.0,16,1.613352
0.0,16,1.656803
1.0,14,1.706438
0.0,16,1.75653
0.0,16,1.806003
0.0,16,1.848725
1.0,13,1.89046
0.0,16,1.934177
0.0,16,1.985186
0.0,16,2.032881
0.0,16,2.076951
0.0,16,2.120915
0.0,16,2.166714
0.0,16,2.210076
0.0,16,2.253214
0.0,16,2.296908
0.0,16,2.340335
0.0,16,2.383683
0.0,16,2.427432
0.0,16,2.473955
0.0,16,2.518992
0.0,16,2.562041
0.0,16,2.611224
0.0,16,2.656258
0.0,16,2.699763
0.0,16,2.742874
0.0,16,2.794322
0.0,16,2.838053
0.0,16,2.881849
0.0,16,2.925488
0.0,16,2.973092
0.0,16,3.023069
0.0,16,3.071016
0.0,16,3.121531
0.0,16,3.166441
0.0,16,3.210676
0.0,16,3.254688
0.0,16,3.298749
0.0,16,3.34382
1.0,15,3.387956
0.0,16,3.431628
0.0,16,3.483838
0.0,16,3.526691
0.0,16,3.570266
0.0,16,3.613738
0.0,16,3.661137
0.0,16,3.711428
0.0,16,3.755805
0.0,16,3.800333
0.0,16,3.843872
1.0,14,3.893123
0.0,16,3.941502
0.0,16,3.986082
0.0,16,4.029762
0.0,16,4.075062
0.0,16,4.118871
0.0,16,4.17068
0.0,16,4.21774
0.0,16,4.26276
0.0,16,4.314987
0.0,16,4.360162
0.0,16,4.403969
0.0,16,4.447741
0.0,16,4.492696
0.0,16,4.536138
0.0,16,4.585553
0.0,16,4.629045
0.0,16,4.677693
0.0,16,4.723402
0.0,16,4.766597
0.0,16,4.80904
0.0,16,4.85316
0.0,16,4.897224
0.0,16,4.94065
0.0,16,4.985394
1.0,13,5.032295
0.0,16,5.077976
0.0,16,5.122435
0.0,16,5.168802
0.0,16,5.21172
0.0,16,5.257608
0.0,16,5.307597
0.0,16,5.355027
0.0,16,5.402227
0.0,16,5.447988
0.0,16,5.493474
0.0,16,5.538926
0.0,16,5.589341
0.0,16,5.64039
0.0,16,5.684326
0.0,16,5.729009
0.0,16,5.776306
0.0,16,5.820725
0.0,16,5.866914
0.0,16,5.916244
0.0,16,5.960983
0.0,16,6.006995
0.0,16,6.052879
0.0,16,6.099255
0.0,16,6.14558
0.0,16,6.189807
0.0,16,6.23457
0.0,16,6.278641
0.0,16,6.325077
0.0,16,6.368361
0.0,16,6.411135
0.0,16,6.45564
0.0,16,6.499146
0.0,16,6.544388
0.0,16,6.587484
0.0,16,6.630696
0.0,16,6.673635
0.0,16,6.720459
0.0,16,6.764597
0.0,16,6.808054
0.0,16,6.85626
0.0,16,6.900086
0.0,16,6.944247
0.0,16,6.989471
0.0,16,7.033755
0.0,16,7.076888
0.0,16,7.120235
0.0,14,7.168451
0.0,16,7.212126
0.0,16,7.256519
0.0,16,7.301812
0.0,16,7.349089
0.0,16,7.393374
0.0,16,7.439157
0.0,16,7.482252
0.0,16,7.525661
0.0,16,7.570388
0.0,16,7.617822
0.0,16,7.661797
0.0,16,7.707303
0.0,16,7.75278
0.0,16,7.803222
0.0,16,7.854785
0.0,16,7.904719
0.0,16,7.948273
0.0,16,7.993277
0.0,16,8.036037
0.0,16,8.079123
0.0,16,8.127786
0.0,16,8.177101
0.0,16,8.220746
0.0,16,8.274589
0.0,16,8.318959
0.0,16,8.367233
0.0,16,8.410599
0.0,16,8.453572
0.0,16,8.498795
0.0,13,8.544418
0.0,16,8.588478
0.0,16,8.641041
0.0,16,8.687391
0.0,16,8.730968
0.0,16,8.774408
0.0,16,8.822891
0.0,16,8.870334
0.0,16,8.913796
0.0,16,8.961328
0.0,16,9.004772
0.0,16,9.047615
0.0,16,9.097689
0.0,16,9.149108
0.0,16,9.19362
0.0,16,9.240053
0.0,16,9.282844
0.0,16,9.328659
0.0,16,9.373307
0.0,16,9.416355
0.0,16,9.464258
0.0,16,9.507323
0.0,16,9.550997
0.0,16,9.593854
0.0,16,9.639919
0.0,16,9.683123
0.0,16,9.730384
1.0,10,9.765703
0.0,16,9.810601
0.0,16,9.856944
0.0,16,9.904723
0.0,16,9.950532
0.0,16,9.995075
0.0,16,10.043263
0.0,16,10.093531
1.0,14,10.13873
0.0,16,10.182014
0.0,16,10.227801
0.0,15,10.278003
0.0,16,10.329656
0.0,16,10.373925
0.0,16,10.420148
0.0,16,10.46892
0.0,16,10.518346
0.0,16,10.564864
0.0,16,10.613109
0.0,16,10.658772
0.0,16,10.702695
0.0,16,10.744982
0.0,16,10.791806
0.0,16,10.836186
0.0,16,10.878922
0.0,16,10.925857
0.0,16,10.970042
0.0,16,11.01273
0.0,16,11.05726
0.0,16,11.099877
0.0,16,11.147563
0.0,16,11.19355
0.0,16,11.244373
0.0,16,11.287349
0.0,16,11.330119
0.0,16,11.37334
1.0,11,11.411397
0.0,16,11.453893
0.0,16,11.49634
0.0,16,11.544777
0.0,16,11.588665
0.0,16,11.631806
1.0,16,11.678691
0.0,16,11.725253
0.0,16,11.768691
0.0,16,11.814178
0.0,16,11.857305
0.0,16,11.902281
0.0,16,11.947951
0.0,16,11.991146
0.0,16,12.034565
0.0,15,12.085409
0.0,16,12.130225
0.0,16,12.175144
0.0,16,12.222552
0.0,16,12.26977
0.0,16,12.314419
0.0,16,12.358662
1.0,16,12.409147
0.0,16,12.453761
0.0,16,12.496731
0.0,16,12.541058
0.0,16,12.589222
0.0,16,12.638178
0.0,16,12.68209
0.0,16,12.725825
0.0,16,12.768702
0.0,16,12.815973
0.0,16,12.859484
0.0,16,12.902906
0.0,16,12.950172
0.0,16,12.998072
0.0,16,13.041565
0.0,16,13.085164
0.0,16,13.136972
1.0,15,13.185426
0.0,12,13.230669
0.0,16,13.278173
0.0,16,13.321031
0.0,16,13.366689
0.0,16,13.412605
0.0,16,13.457903
0.0,16,13.501517
0.0,16,13.544683
0.0,16,13.587385
0.0,16,13.631727
0.0,13,13.678261
0.0,16,13.721753
0.0,16,13.764843
0.0,16,13.808051
0.0,16,13.851798
0.0,16,13.896187
0.0,16,13.94565
0.0,16,13.989169
0.0,16,14.034857
0.0,16,14.079044
0.0,16,14.124092
0.0,16,14.176506
0.0,16,14.223457
0.0,16,14.266256
0.0,16,14.309067
0.0,16,14.352248
0.0,16,14.410229
0.0,16,14.454544
0.0,16,14.501966
0.0,16,14.549573
0.0,16,14.59192
0.0,16,14.635287
0.0,16,14.68218
0.0,16,14.725621
0.0,16,14.772447
0.0,16,14.815312
0.0,16,14.859339
0.0,16,14.910582
0.0,16,14.953322
0.0,16,14.998221
0.0,16,15.041521
0.0,15,15.093095
0.0,16,15.138361
0.0,16,15.184881
0.0,16,15.228365
1.0,16,15.281047
0.0,16,15.328411
0.0,16,15.371977
0.0,16,15.415537
0.0,16,15.461521
1.0,12,15.508046
0.0,16,15.556775
0.0,16,15.600343
0.0,16,15.644427
0.0,16,15.689928
0.0,16,15.738783
0.0,16,15.786131
0.0,16,15.829869
1.0,13,15.875969
0.0,14,15.924966
0.0,16,15.96995
0.0,16,16.01327
0.0,16,16.076971
0.0,16,16.125853
0.0,16,16.170449
0.0,16,16.214606
0.0,16,16.259412
0.0,16,16.30222
0.0,16,16.34847
0.0,16,16.393839
0.0,16,16.443176
0.0,16,16.490454
0.0,16,16.534711
0.0,16,16.58581
0.0,16,16.631889
0.0,16,16.678133
0.0,16,16.72114
0.0,16,16.764791
0.0,16,16.81453
0.0,16,16.859034
0.0,16,16.903141
0.0,16,16.947916
0.0,16,16.992535
0.0,16,17.037145
0.0,16,17.085404
0.0,16,17.130129
0.0,16,17.178128
0.0,16,17.224953
0.0,16,17.269065
0.0,16,17.313186
0.0,16,17.368036
0.0,16,17.413839
0.0,16,17.457968
0.0,16,17.502139
0.0,16,17.549859
0.0,16,17.594125
0.0,16,17.639587
0.0,16,17.686789
0.0,16,17.73381
0.0,16,17.777433
0.0,16,17.824665
0.0,16,17.868071
0.0,16,17.911958
0.0,16,17.960727
0.0,16,18.004916
0.0,16,18.049715
0.0,16,18.094738
0.0,16,18.139128
0.0,16,18.185678
0.0,16,18.230034
0.0,16,18.275062
0.0,16,18.319888
0.0,16,18.363658
0.0,16,18.408625
0.0,16,18.453871
0.0,16,18.497078
0.0,16,18.541363
0.0,16,18.586466
0.0,16,18.630781
0.0,16,18.674194
0.0,16,18.717952
0.0,16,18.764135
0.0,16,18.810881
0.0,16,18.85354
0.0,16,18.902456
0.0,16,18.946723
0.0,16,18.992906
0.0,16,19.03626
0.0,16,19.079453
0.0,16,19.1247
0.0,16,19.168692
0.0,16,19.216642
0.0,16,19.262584
0.0,16,19.30881
0.0,16,19.353484
0.0,16,19.398618
0.0,16,19.443623
0.0,16,19.48874
0.0,16,19.54346
0.0,16,19.586215
0.0,16,19.631893
0.0,16,19.675997
0.0,16,19.722895
0.0,16,19.765858
0.0,16,19.809375
0.0,16,19.85391
0.0,16,19.899044
0.0,16,19.943549
0.0,16,19.992179
0.0,16,20.036621
0.0,16,20.080013
0.0,16,20.123473
0.0,16,20.172367
0.0,16,20.220699
0.0,16,20.264604
0.0,16,20.316969
0.0,16,20.360996
0.0,16,20.412125
0.0,16,20.455507
0.0,16,20.501743
0.0,16,20.548431
0.0,16,20.591873
0.0,16,20.636795
0.0,16,20.680538
0.0,16,20.728274
0.0,16,20.771743
0.0,16,20.81544
0.0,16,20.866738
0.0,16,20.910297
0.0,16,20.957664
0.0,16,21.006711
0.0,16,21.050957
0.0,16,21.094903
0.0,16,21.138461
0.0,16,21.185928
1.0,10,21.229375
0.0,16,21.274733
0.0,16,21.326916
0.0,16,21.37433
0.0,16,21.419252
0.0,16,21.463171
0.0,16,21.506912
0.0,16,21.556891
0.0,16,21.600772
0.0,16,21.647766
0.0,16,21.693721
0.0,16,21.738918
0.0,16,21.781885
0.0,16,21.829215
0.0,16,21.87182
0.0,16,21.919303
0.0,16,21.96289
0.0,16,22.006521
0.0,16,22.054944
0.0,16,22.098577
0.0,16,22.15503
0.0,16,22.197706
0.0,16,22.240766
0.0,16,22.285214
1.0,15,22.3366
0.0,16,22.380546
0.0,16,22.425156
0.0,16,22.468604
1.0,10,22.506829
0.0,16,22.550293
0.0,16,22.592956
0.0,16,22.636142
0.0,16,22.682643
1.0,12,22.723676
0.0,16,22.767378
0.0,16,22.811385
0.0,16,22.856118
0.0,16,22.904124
0.0,16,22.948822
0.0,16,22.992507
0.0,16,23.037891
0.0,16,23.085717
0.0,16,23.130069
0.0,16,23.181259
0.0,16,23.225751
0.0,16,23.274302
0.0,16,23.316907
0.0,16,23.362263
0.0,16,23.41003
0.0,16,23.460175
0.0,16,23.504292
0.0,16,23.552854
0.0,16,23.598069
0.0,16,23.647494
0.0,14,23.697255
0.0,16,23.742505
0.0,16,23.787197
0.0,16,23.830685
0.0,16,23.874881
0.0,16,23.919015
0.0,16,23.969724
0.0,16,24.013376
0.0,16,24.060745
0.0,16,24.111798
0.0,16,24.158457
0.0,16,24.205046
0.0,16,24.250643
0.0,16,24.294238
0.0,16,24.337064
1.0,15,24.386873
0.0,16,24.433842
