#{"t_start": 1629373638.794653, "env_id": null}
r,l,t
0.0,101,2.619083
0.0,63,2.889867
0.0,101,3.309781
0.0,101,3.753391
0.0,101,4.183241
0.0,93,4.584163
0.0,101,5.003022
0.0,38,5.179037
0.0,101,5.579189
0.0,40,5.768438
0.0,101,6.189819
-1.0,94,6.616169
0.0,101,7.021322
0.0,33,7.178495
0.0,29,7.323317
0.0,19,7.420936
0.0,97,7.841975
0.0,62,8.119766
0.0,101,8.531284
0.0,45,8.730761
0.0,101,9.140739
0.0,23,9.259393
0.0,32,9.422702
0.0,25,9.547491
0.0,32,9.70118
0.0,101,10.167183
0.0,20,10.27109
0.0,14,10.349969
0.0,41,10.551966
0.0,101,10.992934
0.0,34,11.153239
0.0,79,12.509294
0.0,101,12.944765
0.0,19,13.044199
0.0,68,13.332242
0.0,74,13.644827
0.0,80,13.997823
0.0,41,14.196498
0.0,101,14.626852
0.0,89,15.030037
0.0,101,15.504039
0.0,35,15.668756
0.0,31,15.812277
0.0,101,16.245267
0.0,57,16.494009
0.0,101,16.913669
0.0,32,17.060275
0.0,83,17.409221
0.0,75,17.723582
0.0,53,17.958021
0.0,101,18.381213
0.0,39,18.571114
0.0,101,18.978588
0.0,101,19.430451
0.0,28,19.567729
0.0,71,19.883136
0.0,14,19.962788
0.0,25,20.093649
0.0,38,20.261517
0.0,100,20.682543
0.0,17,20.774356
0.0,22,20.888461
0.0,101,22.319131
0.0,101,22.77847
0.0,101,23.189606
0.0,101,23.653874
0.0,101,24.068645
0.0,53,24.305149
0.0,101,24.739058
0.0,35,24.90541
0.0,99,25.304496
0.0,58,25.554248
0.0,101,25.965785
0.0,63,26.229611
0.0,27,26.369398
0.0,25,26.501673
0.0,92,26.888165
0.0,101,27.345386
0.0,20,27.447208
0.0,101,27.878999
0.0,65,28.155385
0.0,36,28.330443
0.0,26,28.458613
0.0,56,28.693878
0.0,48,28.911125
0.0,43,29.114322
0.0,101,29.540296
0.0,101,29.99869
0.0,34,30.167984
0.0,101,30.604029
0.0,18,30.70823
0.0,101,31.170567
0.0,17,32.265233
0.0,87,32.655853
0.0,16,32.746471
0.0,17,32.837327
0.0,62,33.105729
0.0,85,33.461565
0.0,38,33.648657
0.0,101,34.076829
0.0,23,34.193976
0.0,55,34.440867
0.0,101,34.857963
0.0,60,35.11548
0.0,101,35.546519
0.0,22,35.656429
0.0,101,36.078868
0.0,67,36.358245
0.0,14,36.439092
0.0,101,36.843236
0.0,29,36.981534
0.0,49,37.195802
0.0,40,37.394167
0.0,100,37.811368
0.0,101,38.238279
0.0,49,38.463122
0.0,101,38.880501
0.0,91,39.261809
0.0,15,39.343841
0.0,15,39.438228
0.0,66,39.729005
0.0,101,40.157006
0.0,101,40.566339
0.0,72,40.888192
0.0,101,42.30244
0.0,59,42.56737
0.0,19,42.671967
-1.0,47,42.880607
0.0,23,42.99786
0.0,31,43.150764
0.0,58,43.421145
0.0,59,43.722678
0.0,101,44.15918
0.0,23,44.279396
0.0,101,44.743306
0.0,71,45.10282
0.0,101,45.573774
0.0,101,46.054563
0.0,17,46.151046
0.0,101,46.622852
0.0,101,47.058516
0.0,101,47.502712
0.0,41,47.694626
0.0,24,47.818371
0.0,22,47.934824
0.0,67,48.238114
0.0,60,48.509457
0.0,54,48.753453
0.0,60,49.03409
0.0,24,49.165112
0.0,40,49.360403
0.0,101,49.798818
0.0,51,50.036388
0.0,46,50.29228
0.0,19,50.408142
0.0,76,50.821899
0.0,39,51.050723
0.0,24,51.193354
0.0,15,51.293
0.0,18,51.402422
0.0,22,51.541351
0.0,101,53.213814
0.0,99,53.668265
0.0,101,54.132646
0.0,101,54.607809
0.0,13,54.687064
0.0,21,54.808165
0.0,20,54.931358
0.0,25,55.06972
0.0,29,55.223029
0.0,77,55.62015
0.0,16,55.716096
0.0,26,55.8578
0.0,20,55.967076
0.0,101,56.442641
0.0,101,56.928153
0.0,101,57.429431
0.0,78,57.803464
0.0,101,58.28633
0.0,15,58.379345
0.0,22,58.506318
0.0,101,58.977046
0.0,101,59.456542
0.0,16,59.548412
0.0,95,59.989931
0.0,100,60.453404
0.0,36,60.633123
0.0,54,60.924623
0.0,97,61.382647
0.0,101,61.867505
0.0,23,61.99795
0.0,54,62.26244
0.0,50,62.527673
0.0,43,62.756722
0.0,77,63.144758
0.0,101,64.767834
0.0,98,65.235274
0.0,21,65.360569
0.0,101,65.832026
0.0,101,66.292029
0.0,73,66.632667
0.0,28,66.78358
0.0,31,66.956241
0.0,34,67.138618
0.0,20,67.254505
0.0,87,67.674881
0.0,27,67.825946
0.0,54,68.095169
0.0,26,68.239545
0.0,101,68.72398
0.0,59,69.044599
0.0,27,69.191759
0.0,14,69.281395
0.0,20,69.39808
0.0,61,69.69866
0.0,101,70.180084
0.0,35,70.357535
0.0,57,70.618724
0.0,48,70.842291
0.0,98,71.276584
0.0,23,71.401869
0.0,24,71.526616
0.0,38,71.702369
0.0,83,72.07341
0.0,63,72.356194
0.0,39,72.555582
0.0,19,72.660481
0.0,18,72.758597
0.0,66,73.038978
0.0,22,73.150661
0.0,16,73.234266
0.0,101,73.65352
0.0,46,73.868917
0.0,41,74.065058
0.0,101,75.441887
0.0,15,75.524415
0.0,56,75.784095
0.0,101,76.19711
0.0,17,76.286505
0.0,14,76.367893
0.0,101,76.77635
0.0,27,76.9083
0.0,18,77.002972
0.0,54,77.239508
0.0,101,77.675675
0.0,28,77.809658
0.0,15,77.889839
0.0,83,78.230375
0.0,101,78.683223
0.0,21,78.791268
0.0,101,79.183632
0.0,28,79.319349
0.0,39,79.504465
-1.0,101,79.932853
0.0,73,80.240076
0.0,61,80.53505
0.0,101,80.960108
0.0,68,81.254356
0.0,27,81.389738
0.0,30,81.535772
0.0,22,81.646074
0.0,15,81.730318
0.0,61,81.983452
0.0,101,82.420946
0.0,85,82.798114
0.0,17,82.886212
0.0,73,83.230713
0.0,101,83.683959
0.0,101,84.104408
0.0,101,85.472199
0.0,22,85.584444
