#{"t_start": 1630059520.1460223, "env_id": null}
r,l,t
0.8,45,0.236145
0.8,72,0.605038
0.0,96,1.03062
0.8,101,1.478416
0.0,101,1.928442
2.0,17,2.028984
0.8,91,2.478934
0.8,62,2.77951
0.8,9,2.846859
0.8,36,3.043804
0.8,43,3.267958
0.8,28,3.428231
0.8,31,3.59473
0.8,13,3.679322
0.8,29,3.838413
0.8,26,3.983479
0.8,29,4.137755
0.8,41,4.360341
0.8,51,4.6142
0.8,95,5.033095
0.0,101,5.458362
0.8,25,5.593328
0.8,12,5.673718
0.8,31,5.837308
0.8,31,6.013399
0.8,50,6.271927
0.8,29,6.427683
0.8,25,6.567199
0.0,20,6.690435
0.8,24,6.827587
0.8,24,6.957437
0.8,40,7.148132
0.8,29,7.30684
0.0,101,7.745187
0.8,54,8.004478
0.8,39,8.223898
0.8,32,8.395
0.8,34,8.579764
0.8,39,8.765577
0.8,58,9.051011
0.0,101,9.503546
0.8,23,9.639974
0.0,101,10.081813
0.8,46,11.336234
0.8,23,11.463665
0.8,101,11.924799
0.8,13,12.009278
0.8,12,12.089778
0.8,40,12.282095
0.0,101,12.778799
0.8,37,12.968742
0.0,26,13.105835
0.8,20,13.227004
0.8,45,13.455979
0.8,76,13.812933
0.8,28,13.971097
0.8,31,14.135617
0.8,12,14.216923
0.0,101,14.674512
0.8,45,14.898431
0.8,40,15.103554
0.8,38,15.28871
0.8,41,15.497812
0.8,46,15.7337
0.8,13,15.817767
0.8,18,15.923342
0.9,28,16.072674
0.8,34,16.258138
0.0,101,16.718197
0.8,47,16.951698
0.9,33,17.127231
0.8,24,17.26085
0.8,14,17.34974
0.8,63,17.66245
0.8,33,17.838769
0.0,97,18.268429
0.8,32,18.441572
0.8,32,18.617695
0.8,72,18.971037
0.8,61,19.27857
0.8,52,19.53717
0.8,23,19.67042
0.9,33,19.839633
0.7,29,20.002794
0.9,75,20.375375
0.8,21,20.496484
0.8,61,20.768775
0.8,69,21.122367
0.8,32,21.29744
0.9,27,21.449111
0.8,13,22.554395
0.8,22,22.676532
0.8,31,22.847274
0.8,35,23.024122
0.8,44,23.249758
0.8,11,23.326809
0.8,17,23.430947
0.8,27,23.580741
0.8,101,24.03962
0.8,18,24.145473
0.8,27,24.299021
0.8,20,24.419475
0.8,50,24.669052
0.9,71,25.00942
0.9,22,25.136344
0.8,75,25.499953
0.0,101,25.963341
0.8,11,26.038566
0.8,29,26.187726
0.8,38,26.390556
0.8,23,26.52845
0.8,80,26.882621
0.8,71,27.232875
0.8,14,27.320724
0.0,101,27.770721
0.8,9,27.837497
0.8,18,27.945439
0.0,101,28.403607
0.8,43,28.627487
0.9,44,28.863334
1.0,66,29.202747
0.8,30,29.365048
0.0,101,29.811282
0.8,22,29.940489
0.8,50,30.19489
0.8,27,30.344694
0.8,36,30.536639
0.8,23,30.671505
0.8,70,31.023882
0.8,13,31.108379
0.8,27,31.261416
0.8,10,31.335062
0.8,20,31.461593
0.8,22,31.589226
0.8,18,31.695427
0.8,55,31.971404
0.8,67,32.304946
0.8,101,32.759162
0.8,19,32.872097
0.8,13,32.956476
0.8,72,34.322451
0.8,76,34.676536
0.8,71,35.016361
0.0,101,35.481228
0.8,42,35.687325
0.8,40,35.908237
0.8,42,36.108491
0.0,101,36.563137
0.8,27,36.715313
0.8,11,36.792596
0.8,43,37.006067
0.8,13,37.090252
0.8,31,37.260302
0.8,97,37.69155
0.8,34,37.872746
0.8,12,37.952878
0.8,12,38.031092
0.8,40,38.224937
0.8,32,38.390813
0.8,13,38.474595
0.8,53,38.739981
0.8,32,38.911866
0.8,56,39.19427
0.8,45,39.431047
0.8,10,39.501066
0.8,42,39.722109
0.0,15,39.824012
0.8,66,40.146235
0.0,16,40.253916
0.0,101,40.697792
0.8,25,40.839919
0.8,9,40.908329
0.8,55,41.18737
0.8,18,41.295177
0.8,43,41.519942
0.8,27,41.681134
0.8,12,41.762806
0.8,25,41.901313
0.8,13,41.986602
0.8,18,42.092357
0.8,21,42.214063
0.8,81,42.608943
0.8,23,42.739682
0.8,68,43.05208
0.8,10,43.123422
0.8,85,43.528768
0.8,35,43.72056
0.8,52,43.983847
0.8,89,45.416647
0.8,31,45.587334
0.0,15,45.685497
0.8,22,45.809861
0.8,42,46.013151
0.8,101,46.489937
0.8,88,46.871696
0.8,42,47.094942
0.0,101,47.538698
0.8,25,47.680434
0.8,54,47.963706
0.8,11,48.039477
0.0,101,48.513302
0.8,90,48.942731
0.8,52,49.204011
0.8,29,49.35979
0.8,73,49.691096
0.8,22,49.821074
0.7,28,49.976238
0.8,101,50.450759
0.8,12,50.531277
0.8,28,50.684103
0.8,24,50.8186
0.8,64,51.126167
0.8,42,51.346183
0.0,19,51.461102
0.8,101,51.904279
0.8,38,52.101969
0.8,57,52.394373
0.8,21,52.516276
0.8,27,52.665337
0.8,59,52.961139
0.8,42,53.181487
0.8,15,53.275492
0.8,11,53.353581
0.8,33,53.534698
0.8,25,53.673417
0.8,14,53.761811
0.8,32,53.929919
0.8,19,54.044327
