#{"t_start": 1628618050.837195, "env_id": null}
r,l,t
1.0,13,0.061482
0.0,16,0.134488
0.0,16,0.20117
0.0,16,0.270179
0.0,16,0.333502
0.0,16,0.398136
0.0,16,0.462146
0.0,16,0.526382
0.0,16,0.594886
0.0,16,0.667103
0.0,16,0.732027
0.0,16,0.79801
0.0,16,0.860605
0.0,16,0.930295
0.0,16,0.994488
0.0,16,1.059901
0.0,16,1.125379
0.0,16,1.193969
0.0,16,1.258545
0.0,16,1.320705
0.0,16,1.387824
0.0,16,1.450697
0.0,16,1.513527
0.0,16,1.579676
0.0,16,1.641105
0.0,16,1.709844
0.0,16,1.773947
0.0,16,1.839675
0.0,15,1.906739
0.0,13,1.970393
0.0,16,2.041436
0.0,16,2.107147
0.0,16,2.173866
0.0,16,2.237202
0.0,16,2.306302
0.0,16,2.375003
0.0,16,2.440006
0.0,16,2.50619
0.0,16,2.570939
0.0,16,2.637208
0.0,16,2.703131
0.0,16,2.765862
0.0,16,2.83927
0.0,16,2.905935
0.0,16,2.969549
0.0,16,3.03764
1.0,13,3.102206
0.0,16,3.167068
0.0,16,3.229443
0.0,16,3.292278
0.0,16,3.359961
0.0,16,3.422375
0.0,16,3.489645
0.0,16,3.552653
0.0,16,3.616095
0.0,16,3.682472
0.0,16,3.74831
0.0,16,3.813195
0.0,16,3.881297
0.0,16,3.948453
0.0,16,4.018713
0.0,16,4.079758
0.0,16,4.142241
0.0,16,4.210898
0.0,16,4.278917
0.0,16,4.3443
0.0,16,4.406828
0.0,16,4.47006
0.0,16,4.535942
0.0,16,4.599051
0.0,16,4.670929
0.0,16,4.734383
0.0,16,4.797176
0.0,16,4.860704
0.0,16,4.931669
0.0,16,4.997635
0.0,16,5.06572
0.0,16,5.126877
0.0,16,5.190866
0.0,16,5.253626
0.0,16,5.326096
1.0,10,5.373855
0.0,16,5.443451
1.0,11,5.500926
0.0,16,5.565114
0.0,16,5.631773
0.0,16,5.705626
0.0,16,5.77016
0.0,16,5.832887
0.0,16,5.901923
0.0,16,5.965595
0.0,16,6.033213
0.0,16,6.096184
0.0,16,6.161825
0.0,16,6.224315
0.0,16,6.289983
0.0,16,6.354832
0.0,16,6.423497
0.0,16,6.488089
0.0,16,6.551625
0.0,16,6.614055
0.0,16,6.68594
0.0,16,6.749092
0.0,16,6.814813
0.0,16,6.882039
0.0,16,6.947684
0.0,16,7.019597
0.0,16,7.082202
0.0,16,7.156545
0.0,16,7.223732
0.0,16,7.288447
0.0,16,7.3544
0.0,16,7.423927
0.0,16,7.488877
0.0,16,7.553196
0.0,16,7.616706
0.0,16,7.687036
0.0,16,7.752271
0.0,16,7.815107
0.0,16,7.879381
0.0,16,7.942142
0.0,16,8.009242
0.0,16,8.071868
0.0,16,8.137959
0.0,16,8.201527
0.0,16,8.26933
0.0,16,8.337634
0.0,16,8.405381
0.0,16,8.473455
0.0,16,8.538935
0.0,16,8.603183
0.0,16,8.673248
0.0,16,8.739919
0.0,16,8.802651
0.0,16,8.874184
0.0,16,8.953179
0.0,16,9.019487
0.0,16,9.085172
0.0,16,9.148435
0.0,16,9.214982
0.0,16,9.286026
0.0,16,9.352368
0.0,16,9.419285
0.0,16,9.4823
0.0,16,9.545667
0.0,16,9.610397
1.0,14,9.680025
0.0,16,9.743317
0.0,16,9.812784
