#{"t_start": 1630083133.2830565, "env_id": null}
r,l,t
0.8,66,0.328293
0.0,101,0.810124
0.8,11,0.884581
0.8,39,1.082587
0.8,21,1.206533
0.8,67,1.515236
0.0,21,1.643735
0.8,27,1.789426
0.8,11,1.865767
0.8,13,1.94789
0.8,48,2.200797
0.8,33,2.375994
0.8,15,2.469031
0.8,59,2.770622
0.8,34,2.951241
0.8,26,3.100491
0.8,12,3.182185
0.8,47,3.419641
0.8,11,3.497679
0.8,71,3.830462
0.8,22,3.955674
0.8,52,4.220557
0.8,26,4.361881
0.8,31,4.53102
0.8,16,4.62742
0.8,34,4.805028
0.8,47,5.021832
0.8,50,5.265531
0.8,18,5.375355
0.8,93,5.793261
0.8,32,5.964468
0.8,63,6.262536
0.8,101,6.718676
0.0,101,7.202772
0.9,35,7.377819
0.8,15,7.46896
0.8,24,7.600712
0.8,58,7.899408
0.8,17,8.003158
0.8,77,8.369761
0.8,20,8.487538
0.0,24,8.625134
0.8,22,8.744227
0.8,36,8.942095
0.7,43,9.168826
0.8,54,9.440362
0.9,58,9.740735
0.9,12,9.829491
0.8,30,9.99127
0.8,32,10.165824
0.8,22,10.294319
0.8,36,10.483578
0.0,101,11.940539
0.0,15,12.03965
0.8,14,12.127319
0.0,101,12.581475
0.8,30,12.74612
0.8,36,12.929582
0.8,52,13.170331
0.9,52,13.431321
0.8,101,13.871494
0.8,13,13.955994
0.0,101,14.42729
0.8,63,14.741557
0.8,17,14.841451
0.8,42,15.048565
0.8,11,15.127214
0.8,22,15.252604
0.8,101,15.684475
0.8,13,15.769916
0.0,101,16.209442
0.8,21,16.329149
0.0,101,16.784729
0.8,58,17.083958
0.8,21,17.202339
0.8,26,17.346795
0.9,58,17.638071
0.0,101,18.089855
0.8,13,18.174196
0.8,36,18.357952
0.9,22,18.482755
0.8,92,18.912916
0.8,53,19.17389
0.8,39,19.38387
0.8,16,19.482608
0.8,65,19.804823
0.8,63,20.116083
0.8,17,20.22274
0.8,18,20.334931
0.8,31,20.494833
0.8,43,20.708683
0.8,62,21.025201
0.8,101,21.514406
0.8,54,22.807528
0.8,46,23.041606
0.0,101,23.494184
0.8,12,23.574275
0.8,18,23.682179
0.8,13,23.769027
0.8,18,23.872162
0.8,101,24.365522
0.8,37,24.567381
0.8,14,24.655747
0.8,101,25.099842
0.0,101,25.562157
0.8,101,26.081768
0.8,68,26.438749
0.8,18,26.545992
0.0,101,26.993744
0.8,42,27.199953
0.8,21,27.321276
0.8,54,27.581622
0.8,28,27.743765
0.8,41,27.961849
0.8,92,28.374493
0.8,25,28.515055
0.8,19,28.626638
0.8,18,28.732859
0.8,14,28.820462
0.8,26,28.961987
0.8,65,29.252156
0.8,24,29.383276
0.0,101,29.836226
0.8,18,29.939461
0.8,88,30.341374
0.8,51,30.596654
0.8,31,30.766461
0.8,48,30.993093
0.8,39,31.183768
0.8,26,31.32703
0.8,50,31.597858
0.9,43,31.822536
0.8,9,31.889707
0.8,33,32.065992
0.8,55,32.330776
0.0,101,32.782905
0.8,77,34.208341
0.8,19,34.317953
0.8,27,34.466894
0.8,16,34.566458
0.0,101,35.008875
0.8,53,35.272838
0.0,101,35.728944
0.8,17,35.832588
0.8,43,36.058095
0.8,52,36.312766
0.8,58,36.601715
0.8,40,36.814847
0.8,29,36.983363
0.8,19,37.092033
0.8,39,37.288083
