#{"t_start": 1628209678.0749109, "env_id": null}
r,l,t
1.0,13,0.059696
0.0,16,0.119501
0.0,16,0.17276
0.0,16,0.229029
0.0,16,0.282451
0.0,16,0.343147
0.0,16,0.39659
1.0,14,0.448897
0.0,16,0.507304
0.0,16,0.560567
0.0,16,0.619382
0.0,16,0.675029
0.0,16,0.73292
1.0,11,0.786092
1.0,16,0.849877
0.0,16,0.904711
0.0,16,0.961798
0.0,16,1.015342
0.0,16,1.072668
0.0,16,1.128105
0.0,16,1.181855
0.0,16,1.241825
0.0,16,1.296385
0.0,16,1.352594
0.0,16,1.409253
0.0,16,1.462375
0.0,16,1.522066
0.0,16,1.576401
0.0,16,1.630343
0.0,16,1.684075
0.0,16,1.739627
0.0,16,1.793604
0.0,16,1.849679
0.0,16,1.903353
0.0,16,1.961208
0.0,16,2.022197
0.0,16,2.075807
0.0,16,2.129286
0.0,16,2.183512
0.0,16,2.244473
0.0,16,2.298382
0.0,16,2.355816
0.0,16,2.410887
0.0,16,2.464324
0.0,16,2.51777
0.0,16,2.571646
1.0,10,2.615643
0.0,16,2.669104
0.0,16,2.722453
0.0,16,2.780306
0.0,16,2.835237
0.0,16,2.89087
0.0,16,2.944906
0.0,16,2.99826
0.0,16,3.052013
0.0,16,3.111824
0.0,16,3.165382
0.0,16,3.224316
0.0,16,3.283169
0.0,16,3.341069
0.0,16,3.39574
0.0,16,3.453161
0.0,16,3.510002
0.0,16,3.570516
0.0,16,3.624236
0.0,16,3.677514
0.0,16,3.733046
0.0,16,3.791186
0.0,16,3.844579
0.0,16,3.897816
0.0,16,3.96113
0.0,16,4.014486
0.0,16,4.067028
0.0,16,4.120151
0.0,16,4.176257
0.0,16,4.237667
0.0,16,4.291567
0.0,16,4.346152
0.0,16,4.399198
0.0,16,4.456692
0.0,16,4.514488
0.0,16,4.57189
0.0,16,4.629448
0.0,16,4.683954
0.0,16,4.741353
1.0,14,4.802272
0.0,16,4.855527
0.0,15,4.91571
0.0,16,4.971143
0.0,16,5.023219
0.0,16,5.075263
0.0,16,5.128691
0.0,16,5.188343
0.0,16,5.245883
1.0,15,5.306741
0.0,16,5.360841
0.0,16,5.42359
0.0,16,5.477282
0.0,16,5.535136
0.0,16,5.594178
0.0,16,5.652314
0.0,16,5.708365
0.0,16,5.761805
1.0,12,5.815515
0.0,16,5.877802
0.0,16,5.930921
0.0,16,5.989824
0.0,16,6.043235
0.0,16,6.103564
0.0,16,6.157741
0.0,16,6.212034
0.0,16,6.266157
0.0,16,6.322456
0.0,16,6.380316
0.0,12,6.43558
0.0,16,6.49191
0.0,16,6.553928
0.0,16,6.610376
0.0,16,6.664357
0.0,16,6.719068
0.0,16,6.775557
0.0,16,6.830585
1.0,12,6.883959
0.0,16,6.937854
0.0,16,6.991359
