#{"t_start": 1629402077.5409553, "env_id": null}
r,l,t
0.0,54,0.266791
0.0,64,0.564282
0.0,30,0.72119
0.0,34,0.893529
0.0,18,0.993452
0.0,71,1.32881
0.0,26,1.462937
0.0,15,1.552644
0.0,101,1.993303
0.0,101,2.479366
0.0,101,2.938948
0.0,16,3.030357
0.0,22,3.148002
0.0,71,3.46673
0.0,16,3.559437
0.0,23,3.680778
0.0,101,4.137692
0.0,40,4.331777
0.0,88,4.757697
0.0,101,5.228876
0.0,29,5.38353
0.0,101,5.861069
0.0,29,6.007955
0.0,101,6.449265
0.0,25,6.583365
0.0,26,6.716381
0.0,33,6.878947
0.0,101,7.354815
0.0,32,7.515425
0.0,101,7.965846
0.0,101,8.423172
0.0,25,8.555478
0.0,15,8.645607
0.0,29,8.79617
0.0,101,9.268943
0.0,61,9.560931
0.0,94,10.961361
0.0,58,11.222073
0.0,101,11.681921
0.0,47,11.913197
0.0,30,12.071705
0.0,32,12.252445
0.0,101,12.719236
0.0,15,12.810119
0.0,31,12.956926
0.0,70,13.271073
0.0,101,13.748532
0.0,42,13.956118
0.0,15,14.045899
0.0,20,14.157713
0.0,70,14.474287
0.0,101,14.929646
0.0,101,15.39996
0.0,67,15.719798
0.0,101,16.143401
0.0,101,16.614781
0.0,18,16.715159
0.0,101,17.173356
0.0,101,17.637077
0.0,84,18.020442
0.0,57,18.306682
0.0,18,18.407099
0.0,84,18.802539
0.0,101,19.274527
0.0,74,19.609887
0.0,19,19.719084
0.0,70,20.054156
0.0,69,21.376355
0.0,101,21.834918
0.0,76,22.183011
0.0,45,22.39483
0.0,101,22.849253
0.0,101,23.272538
0.0,56,23.549058
0.0,101,24.000531
0.0,58,24.286989
0.0,27,24.423113
0.0,22,24.541622
0.0,101,25.006036
0.0,52,25.250714
0.0,14,25.33534
0.0,43,25.558483
0.0,100,26.008702
0.0,101,26.492029
0.0,36,26.677142
0.0,19,26.783508
0.0,94,27.186275
0.0,65,27.487231
0.0,50,27.733992
0.0,17,27.831057
0.0,51,28.067204
0.0,101,28.531559
0.0,101,28.994184
0.0,24,29.122335
0.0,54,29.375841
0.0,101,29.844573
