#{"t_start": 1628195063.281907, "env_id": null}
r,l,t
0.0,16,0.062237
0.0,16,0.127569
0.0,16,0.181673
0.0,12,0.234414
0.0,16,0.294033
0.0,16,0.352136
0.0,16,0.40501
0.0,16,0.458722
0.0,16,0.511889
0.0,16,0.565084
0.0,16,0.619956
0.0,16,0.675827
0.0,16,0.733022
0.0,16,0.787157
0.0,16,0.83943
0.0,16,0.894059
0.0,16,0.950238
0.0,16,1.002924
0.0,16,1.055957
0.0,11,1.108261
0.0,16,1.168459
0.0,16,1.221488
0.0,16,1.275283
0.0,16,1.328868
0.0,16,1.382748
0.0,16,1.436429
0.0,14,1.490975
0.0,16,1.54373
0.0,16,1.597445
0.0,16,1.659136
0.0,16,1.712347
0.0,16,1.764219
0.0,16,1.816819
0.0,16,1.86918
0.0,16,1.921642
0.0,16,1.9773
0.0,16,2.032222
0.0,16,2.085272
0.0,16,2.139855
0.0,16,2.192877
0.0,16,2.245316
0.0,16,2.297594
0.0,16,2.351195
0.0,16,2.413181
0.0,16,2.46536
0.0,16,2.517843
0.0,16,2.571501
0.0,16,2.626268
0.0,16,2.679583
0.0,16,2.734607
0.0,16,2.789537
0.0,16,2.846289
0.0,16,2.905221
0.0,16,2.958176
0.0,16,3.012013
0.0,16,3.067144
0.0,16,3.125235
0.0,16,3.179507
1.0,11,3.231708
0.0,16,3.284517
0.0,16,3.338694
0.0,16,3.391709
0.0,16,3.445988
0.0,16,3.498751
0.0,16,3.553469
0.0,16,3.606724
0.0,16,3.660494
0.0,16,3.719322
0.0,16,3.773288
0.0,16,3.827233
0.0,16,3.88108
0.0,16,3.938636
0.0,16,3.992008
0.0,16,4.046352
0.0,16,4.101847
0.0,16,4.157174
0.0,16,4.21644
0.0,16,4.275358
0.0,16,4.334963
0.0,16,4.398173
0.0,16,4.451863
1.0,10,4.495918
0.0,16,4.549533
0.0,16,4.603515
0.0,16,4.658073
0.0,16,4.711725
0.0,16,4.764224
0.0,16,4.816705
0.0,16,4.876025
0.0,16,4.92757
0.0,16,4.98655
0.0,16,5.038405
0.0,16,5.093639
0.0,16,5.147602
0.0,16,5.207181
0.0,16,5.258121
0.0,16,5.314261
0.0,16,5.366414
0.0,15,5.423409
0.0,16,5.477229
0.0,16,5.531513
0.0,16,5.58557
0.0,16,5.646902
0.0,16,5.704205
0.0,16,5.755817
0.0,16,5.81512
1.0,11,5.860778
0.0,16,5.916723
0.0,16,5.969101
0.0,16,6.027516
0.0,16,6.079424
