#{"t_start": 1629967677.2088077, "env_id": null}
r,l,t
0.0,26,2.404711
0.0,96,2.828105
0.0,46,3.045158
0.0,36,3.217636
0.0,28,3.363395
0.0,101,3.780617
0.0,12,3.859075
0.0,50,4.117953
0.0,63,4.430324
0.0,14,4.516288
0.0,26,4.656932
0.0,15,4.751536
0.0,63,5.034086
0.0,19,5.149729
0.0,32,5.33959
0.0,29,5.507382
0.0,101,6.028416
0.0,33,6.190696
0.0,36,6.36453
0.0,94,6.798078
0.0,37,6.999617
0.0,12,7.082082
0.0,57,7.355105
0.0,28,7.508037
0.0,46,7.731895
0.0,38,7.923019
0.0,42,8.142747
0.0,37,8.339728
0.0,101,8.772051
0.0,101,9.20962
0.0,46,9.440196
0.0,101,9.870355
0.0,70,10.194898
0.0,63,10.474957
0.0,11,10.54578
0.0,63,10.83846
0.0,75,11.194274
0.0,15,11.286237
0.0,13,11.364898
0.0,36,11.550986
0.0,12,11.625784
0.0,55,11.918547
0.0,29,12.082204
0.0,21,12.202779
0.0,48,13.900894
0.0,101,14.376265
0.0,21,14.51068
0.0,18,14.628147
0.0,36,14.835239
0.0,18,14.947273
0.0,16,15.054552
0.0,22,15.184836
0.0,36,15.389648
0.0,53,15.618901
0.0,32,15.807231
0.0,13,15.892612
0.0,35,16.078575
0.0,25,16.222943
0.0,23,16.348303
0.0,20,16.459179
0.0,9,16.520974
0.0,9,16.583434
0.0,44,16.822918
0.0,17,16.935021
0.0,24,17.070817
0.0,44,17.283915
0.0,39,17.47345
0.0,66,17.771904
0.0,19,17.897633
0.0,56,18.190854
0.0,36,18.411195
0.0,46,18.640472
0.0,30,18.802025
0.0,72,19.171805
0.0,23,19.296602
0.0,15,19.386785
0.0,15,19.479316
0.0,11,19.550251
0.0,36,19.728052
0.0,79,20.085636
0.0,23,20.222477
0.0,15,20.321626
0.0,20,20.433306
0.0,73,20.759645
0.0,84,21.169862
0.0,101,21.671458
0.0,62,22.004241
0.0,16,22.109028
0.0,64,22.487731
0.0,27,22.653559
0.0,101,23.203576
0.0,101,23.71451
0.0,23,23.857735
0.0,27,24.008353
0.0,13,24.094918
0.0,20,24.216771
0.0,88,24.658208
0.0,44,26.114543
0.0,24,26.255438
0.0,12,26.33646
0.0,32,26.508656
0.0,101,26.972429
0.0,14,27.067135
0.0,66,27.436438
0.0,15,27.53413
0.0,10,27.604923
0.0,91,28.037536
0.0,51,28.306448
0.0,16,28.411943
0.0,49,28.66349
0.0,32,28.828918
0.0,101,29.329342
0.0,51,29.595935
0.0,101,30.106582
0.0,75,30.496901
0.0,35,30.682759
0.0,39,30.895887
0.0,101,31.404053
0.0,13,31.493117
0.0,25,31.641892
0.0,45,31.866102
0.0,15,31.957058
0.0,15,32.048268
0.0,45,32.252241
0.0,18,32.35877
0.0,101,32.764924
0.0,18,32.869236
0.0,27,33.027751
0.0,33,33.224761
0.0,19,33.335226
0.0,27,33.470372
0.0,27,33.60563
0.0,37,33.79898
0.0,30,33.950014
0.0,101,34.398929
0.0,81,34.807491
0.0,49,35.06781
0.0,19,35.183372
0.0,39,35.383234
0.0,34,35.565745
0.0,101,36.032088
0.0,22,36.171823
0.0,24,36.315986
0.0,20,36.430972
0.0,19,37.723899
0.0,21,37.846229
0.0,9,37.915183
0.0,101,38.454829
0.0,12,38.551297
0.0,24,38.709616
0.0,24,38.867093
0.0,13,38.961309
0.0,101,39.59241
0.0,37,39.803193
0.0,16,39.906771
0.0,21,40.040878
0.0,17,40.155994
0.0,35,40.363616
0.0,13,40.458341
0.0,14,40.553519
0.0,13,40.638968
0.0,21,40.766265
