#{"t_start": 1629988844.3301013, "env_id": null}
r,l,t
0.0,32,0.169679
0.0,44,0.414069
0.0,101,0.882546
0.0,23,1.018615
0.0,15,1.113818
0.0,16,1.211229
0.0,101,1.651453
0.0,36,1.856375
0.0,28,2.009696
0.0,30,2.175481
0.0,12,2.254761
0.0,71,2.579298
0.0,18,2.692664
0.0,85,3.115426
0.0,34,3.297873
0.0,48,3.540677
0.0,23,3.671446
0.0,74,4.045929
0.0,29,4.211595
0.0,45,4.433779
0.0,31,4.604064
0.0,101,5.071957
0.0,18,5.18178
0.0,23,5.314539
0.0,22,5.440006
0.0,75,5.818634
0.0,101,6.282476
0.0,27,6.432697
0.0,21,6.555511
0.0,50,6.811471
0.0,25,6.954491
0.0,31,7.125722
0.0,20,7.242635
0.0,30,7.421089
0.0,101,7.879049
0.0,39,8.083695
0.0,23,8.215702
0.0,45,8.447805
0.0,22,8.577124
0.0,76,8.950166
0.0,101,9.409542
0.0,16,9.507202
0.0,12,9.589152
0.0,16,9.698515
0.0,101,10.173141
0.0,16,10.271547
0.0,78,11.725517
0.0,29,11.883947
0.0,80,12.262414
0.0,101,12.712741
0.0,20,12.829359
0.0,35,13.02913
0.0,101,13.517638
0.0,101,13.964123
0.0,47,14.218389
0.0,54,14.489876
0.0,10,14.561634
0.0,28,14.724133
0.0,90,15.139084
0.0,9,15.206028
0.0,40,15.401834
0.0,65,15.739849
0.0,21,15.865391
0.0,30,16.024011
0.0,22,16.150404
0.0,26,16.298782
0.0,34,16.474704
0.0,101,16.956604
0.0,32,17.121301
0.0,17,17.223521
0.0,91,17.672375
0.0,9,17.739793
0.0,10,17.811452
0.0,10,17.884398
0.0,25,18.021475
0.0,101,18.521593
0.0,13,18.614044
0.0,101,19.076762
0.0,12,19.157179
0.0,39,19.365283
0.0,72,19.712084
0.0,101,20.16891
0.0,63,20.483877
0.0,23,20.613155
0.0,36,20.809466
0.0,54,21.081968
0.0,44,21.317093
0.0,63,21.634723
0.0,32,21.814098
0.0,42,23.097924
0.0,92,23.548228
0.0,12,23.630111
0.0,101,24.097222
0.0,23,24.230474
0.0,41,24.436456
0.0,62,24.74457
0.0,12,24.825365
0.0,21,24.945591
0.0,101,25.400806
0.0,101,25.864821
0.0,26,26.011156
0.0,101,26.469932
0.0,101,26.935455
0.0,101,27.431374
0.0,88,27.841506
0.0,101,28.299785
0.0,49,28.545635
0.0,101,28.989801
0.0,27,29.146183
0.0,101,29.60894
0.0,101,30.051777
0.0,45,30.281488
0.0,70,30.633658
0.0,44,30.839584
0.0,50,31.109656
0.0,41,31.340089
0.0,57,31.63959
0.0,45,31.87519
0.0,20,31.988291
0.0,44,32.19588
0.0,36,32.383354
0.0,55,32.668212
0.0,21,32.795781
0.0,101,34.323029
0.0,34,34.498644
0.0,17,34.60376
0.0,52,34.859204
0.0,38,35.057229
0.0,40,35.287005
0.0,22,35.416222
0.0,101,35.858638
1.0,22,35.977674
0.0,57,36.273198
0.0,101,36.744586
0.0,101,37.20123
0.0,20,37.317918
0.0,41,37.527707
0.0,101,38.000297
0.0,78,38.339097
0.0,22,38.464397
0.0,101,38.935499
0.0,12,39.016403
0.0,101,39.476901
0.0,46,39.715962
0.0,17,39.818026
0.0,16,39.926987
0.0,59,40.200185
0.0,76,40.578594
0.0,50,40.833838
0.0,101,41.293368
0.0,101,41.805125
0.0,101,42.254898
0.0,101,42.716504
0.0,48,42.96763
0.0,101,43.435176
0.0,20,43.552385
0.0,56,43.826631
0.0,54,45.133288
0.0,20,45.256203
0.0,101,45.695305
0.0,49,45.93962
0.0,29,46.097774
0.0,19,46.210529
0.0,101,46.662834
0.0,25,46.804495
0.0,43,47.006342
0.0,12,47.08925
0.0,34,47.277611
0.0,101,47.750554
0.0,29,47.91737
0.0,19,48.029273
0.0,58,48.337869
0.0,20,48.45675
0.0,59,48.770615
0.0,82,49.154577
0.0,19,49.271003
0.0,12,49.352277
0.0,33,49.531954
0.0,53,49.801009
0.0,12,49.881219
0.0,22,50.00955
0.0,45,50.24359
0.0,20,50.362361
0.0,34,50.550462
0.0,101,51.019226
0.0,52,51.289584
0.0,101,51.743506
0.0,101,52.194669
0.0,101,52.6941
0.0,11,52.771106
0.0,14,52.861989
0.0,21,52.987908
0.0,21,53.11384
0.0,45,53.340124
0.0,18,53.455887
0.0,101,53.889621
0.0,47,54.138864
0.0,101,54.595317
0.0,59,54.918098
0.0,75,55.308761
0.0,101,56.842202
0.0,94,57.301559
0.0,18,57.415501
0.0,34,57.597428
0.0,31,57.768791
0.0,87,58.146606
0.0,52,58.413845
0.0,101,58.835374
0.0,65,59.177215
0.0,65,59.489222
0.0,101,59.934945
0.0,22,60.061982
