#{"t_start": 1628596002.828227, "env_id": null}
r,l,t
0.0,16,0.045943
0.0,15,0.093292
0.0,16,0.136668
0.0,16,0.176472
0.0,14,0.221325
0.0,16,0.267856
0.0,16,0.308782
0.0,16,0.349027
0.0,16,0.38959
0.0,16,0.435143
0.0,16,0.479264
0.0,16,0.52089
0.0,16,0.560944
0.0,16,0.606376
0.0,16,0.651687
0.0,16,0.693272
0.0,16,0.733336
0.0,16,0.777829
0.0,16,0.822568
0.0,16,0.864307
0.0,16,0.907135
0.0,16,0.946907
0.0,16,0.989169
0.0,16,1.029356
1.0,10,1.062756
0.0,16,1.103906
0.0,16,1.143803
0.0,16,1.184147
0.0,16,1.228627
0.0,16,1.268683
0.0,16,1.309429
0.0,16,1.34963
0.0,16,1.390093
0.0,16,1.430157
0.0,16,1.47132
0.0,16,1.51133
0.0,16,1.551896
1.0,13,1.595586
0.0,16,1.636627
0.0,12,1.676655
0.0,16,1.717278
0.0,16,1.76033
0.0,16,1.80738
0.0,16,1.851355
0.0,16,1.893342
0.0,16,1.94061
1.0,10,1.975855
0.0,16,2.016301
0.0,16,2.058807
0.0,16,2.10128
0.0,16,2.147208
0.0,16,2.188274
0.0,16,2.230463
1.0,15,2.275944
0.0,16,2.319577
0.0,16,2.359626
0.0,16,2.399634
0.0,16,2.44122
0.0,16,2.482539
0.0,16,2.525864
0.0,16,2.566813
0.0,16,2.611161
0.0,16,2.65132
0.0,16,2.692571
0.0,16,2.737437
0.0,16,2.778785
1.0,13,2.820319
0.0,16,2.864385
0.0,16,2.910252
0.0,16,2.952135
0.0,16,2.997524
0.0,16,3.043056
0.0,16,3.087431
0.0,16,3.127896
0.0,16,3.171602
0.0,16,3.217428
0.0,16,3.259323
0.0,16,3.301998
0.0,16,3.344324
0.0,16,3.385206
0.0,16,3.42768
0.0,16,3.468051
0.0,16,3.508524
0.0,16,3.551924
0.0,16,3.597104
0.0,16,3.638309
0.0,16,3.681906
0.0,16,3.722334
0.0,16,3.762927
0.0,16,3.805876
0.0,16,3.8477
0.0,16,3.894983
0.0,16,3.937304
0.0,16,3.977887
0.0,16,4.017777
0.0,16,4.064002
0.0,16,4.104036
0.0,16,4.145283
0.0,16,4.186346
0.0,16,4.232343
0.0,16,4.273583
0.0,16,4.319031
0.0,16,4.36058
0.0,16,4.401427
0.0,16,4.448987
0.0,16,4.493843
0.0,16,4.538494
0.0,16,4.581022
0.0,16,4.622893
0.0,16,4.664357
0.0,16,4.705168
0.0,16,4.751162
0.0,16,4.793739
0.0,16,4.835639
0.0,16,4.877208
0.0,16,4.917992
0.0,16,4.964365
0.0,16,5.008146
0.0,16,5.059825
0.0,16,5.102837
0.0,16,5.14393
0.0,16,5.184533
0.0,16,5.22645
0.0,16,5.272123
1.0,11,5.308938
0.0,16,5.354624
0.0,16,5.403559
0.0,16,5.44346
0.0,16,5.48374
0.0,16,5.524149
0.0,16,5.56546
0.0,16,5.612572
0.0,16,5.652889
0.0,16,5.693725
0.0,16,5.734138
0.0,16,5.773986
0.0,16,5.815173
0.0,16,5.857089
0.0,16,5.900313
0.0,16,5.940346
1.0,11,5.977363
0.0,16,6.017559
0.0,16,6.062354
0.0,16,6.107162
0.0,16,6.147541
0.0,16,6.19319
0.0,16,6.236511
0.0,16,6.28205
0.0,16,6.326802
0.0,16,6.374184
0.0,16,6.417723
0.0,16,6.462393
0.0,16,6.502348
0.0,16,6.543115
0.0,16,6.585744
0.0,16,6.629097
1.0,11,6.672061
0.0,16,6.715803
0.0,16,6.761352
0.0,16,6.809503
0.0,16,6.853884
0.0,16,6.896842
0.0,16,6.938976
0.0,16,6.98529
0.0,16,7.025883
0.0,16,7.071541
0.0,16,7.114721
0.0,16,7.157407
0.0,16,7.198868
0.0,16,7.240305
0.0,16,7.281556
0.0,16,7.326022
0.0,16,7.370448
0.0,16,7.417557
0.0,16,7.458764
0.0,16,7.498773
0.0,16,7.54011
0.0,16,7.5842
0.0,16,7.631725
0.0,16,7.67255
0.0,16,7.713085
0.0,16,7.75393
0.0,16,7.799544
1.0,10,7.836205
0.0,16,7.892272
0.0,16,7.937234
0.0,16,7.981043
0.0,16,8.024033
0.0,16,8.063857
0.0,16,8.103228
0.0,16,8.143878
0.0,16,8.184282
0.0,16,8.224999
1.0,16,8.276805
0.0,16,8.322252
0.0,16,8.362453
0.0,16,8.410379
0.0,16,8.462285
0.0,16,8.506984
0.0,16,8.554945
0.0,16,8.596235
0.0,16,8.6373
0.0,16,8.678565
0.0,16,8.725772
1.0,11,8.7667
0.0,16,8.810155
0.0,16,8.853715
0.0,16,8.896857
0.0,16,8.939086
0.0,16,8.985246
0.0,16,9.025763
0.0,16,9.0658
0.0,16,9.113648
0.0,16,9.154041
0.0,16,9.199401
0.0,16,9.242481
0.0,16,9.289117
0.0,15,9.334881
0.0,16,9.376569
0.0,16,9.425663
0.0,16,9.471943
0.0,16,9.51207
0.0,16,9.553791
0.0,16,9.594108
0.0,16,9.633505
0.0,16,9.676264
0.0,16,9.72344
0.0,16,9.764223
1.0,11,9.805512
0.0,16,9.846921
0.0,16,9.89002
0.0,16,9.931658
0.0,16,9.972912
0.0,16,10.013267
0.0,16,10.052987
0.0,16,10.092597
0.0,16,10.132974
0.0,16,10.173357
0.0,16,10.213427
0.0,16,10.254474
0.0,16,10.297244
0.0,16,10.337398
1.0,16,10.386823
0.0,16,10.426935
0.0,16,10.469074
0.0,16,10.509117
0.0,16,10.549914
0.0,16,10.589958
0.0,16,10.634247
0.0,16,10.676144
0.0,16,10.716219
0.0,16,10.756243
0.0,16,10.79707
0.0,16,10.841644
0.0,16,10.883777
0.0,16,10.924712
1.0,16,10.970593
0.0,16,11.013219
0.0,16,11.053822
0.0,16,11.097718
0.0,16,11.137964
